city	dialect	source	target
Cairo	Egyptian	خمسين دولار عشرات، لو سمحت.	خمس عملات ورقية فئة عشرة دولارات من فضلك .
Doha	Emirati	ابغي اسافر من شنغهاي لي هاواي بالسفينة.	أريد السفر من شنغهاي إلى هاواي بالباخرة .
Doha	Emirati	اي. نسمي موسم المطر في اليابان تسويو.	"نعم ، هو كذلك . نحن نسمي موسم المطر في اليابان باسم "" تسويو "" ."
Doha	Emirati	في عصير اناناس، وبرتقال وطماط.	يوجد عصير أناناس وبرتقال وطماطم .
Doha	Emirati	الساعة كم يمشي الباص لأوكسفورد؟	متي سيغادر الحافلة المتجهة إلى أكسفورد ؟
Salt	Jordanian	بيت اوبرا ميتروبيلتون .	هل يمكنك مساعدتي ، من فضلك ؟
Doha	Emirati	مسامحة بس مو عندي حجز، بس عندك طاولة فاضية؟	للآسف ليس لديّ حجز ، ولكن هل لديكم مائدة ؟
Aswan	Egyptian	ده كان مرح.	حسناً ، أود أن أجرب النبيذ الأبيض .
Amman	Jordanian	عندك بطاريات لهاي الكاميرا؟	اقتراحه قبل .
Alexandria	Egyptian	لأ، شكرا ليك دلوقتى.	سأتناولها بالخارج .
Jerusalem	Palestinian	في عندك كندرة رسمي عريضة؟	كم تكلفة الإفطار ؟
Doha	Emirati	اربعين دولار في اليوم مع ثمانية سنت حق الميل.	أربعون دولار يومياً ، بالإضافة إلى ثمانية سنت لكل ميل .
Salt	Jordanian	طالعة حلوة .	أنا لا أفهم ما تقول .
Alexandria	Egyptian	الستايل دة متاح مقاسات تمانية وعشرين، واحد وتلاتين وخمسة وتلاتين سنتيمتر.	الغي المخلل .
Salt	Jordanian	واحد برغر مع جبنة و عصير برتقان لو سمحت .	تفضل هذان دولاران . احتفظ بالباقي .
Aswan	Egyptian	انا مش لاقي الكاميرا بتاعتي.	من فضلك اذهب فى الاتجاه المستقيم .
Doha	Emirati	ممكن تعطيني مكان غوص زين، لو سمحت؟	هل يمكن أن توفر لي فرصة مناسبة للغطس , من فضلك ؟
Alexandria	Egyptian	البطارية فضيت.	طلبي لم يأت .
Amman	Jordanian	هدول كل شنطك؟	سأغادر غداً .
Jerusalem	Palestinian	عدد السكان في اليابان تقريباً مية و تلاتين مليون.	أظن ذلك .
Cairo	Egyptian	ممكن أوطي الكرسي بتاعي؟	هل يسعني خفض مقعدي ؟
Doha	Emirati	ابغي اشوف المباني التاريخية.	أريد مشاهدة مبانٍ تاريخية .
Salt	Jordanian	حدا هجم علي.	هل يمكنك أن تغير فاتورة بعشرة دولارات ؟
Doha	Emirati	تصنيع السيارات من أهم الصناعات في اليابان.	تصنيع السيارات هو الصناعة الرئيسية في اليابان .
Amman	Jordanian	محفظتي، جواز السفر وثبوتات شخصية تانية.	نحن لدينا عربة لتقديم الطعام وأخرى للقهوة على متن القطار .
Amman	Jordanian	أنا لازم أطلع من الفندق قبل الظهر.	إذا وجدتها سوف نتصل بك .
Doha	Emirati	الاوتار منتهية.	الحبال بالية .
Doha	Emirati	ممكن اوضح هذي؟	هل يمكنني أن أوضح هذا ؟
Cairo	Egyptian	ايوه . هو عايش في الف و متين اربعة و تلاتين شارع جيوس .	نعم . إنه يُقيم في اثني عشر أربعة وثلاثين طريق جيوس .
Alexandria	Egyptian	دة غالى جدا.	بالضبط . أنت تشاركنا في رأينا . علي فكرة , هو قال انك ذو سلوكيات حميدة .
Doha	Emirati	اي. ابغي استخدم الفيزا. الرقم اربعة تسعة صفر ثمانية واحد خمسة واحد اثنين ثلاثة ستة سبعة سبعة ستة صفر صفر اربعة.	نعم . أود استخدام بطاقة فيزا . الرقم هو أربعة تسعة صفر ثمانية واحد خمسة واحد اثنان ثلاثة ستة سبعة سبعة ستة صفر صفر أربعة .
Salt	Jordanian	الاسم هو جورو موتوياما . و الرقم صفر ثلاثة ثلاثة اثنين ستة واحد اثنين اربعة تسعة خمسة .	أود أن أصرف هذا الشيك بسبعين دولاراً .
Cairo	Egyptian	همم. مش ناافع، مش كده؟ ممكن تتحرك لكرسي فاضي، لو حبيت.	هه . إنها لا تعمل ، أليس كذلك ؟ يمكنك الانتقال إلى مقعد شاغر إذا كنت تريد ذلك .
Cairo	Egyptian	عايز عصير، لو تكرمت.	أريد عصيراً ، من فضلك .
Cairo	Egyptian	معاك فلوس اد ايه في محفظتك؟	كم من النقود كان معك في كيس نقودك ؟
Doha	Emirati	بنكون ننتظرك في ذاك اليوم.	سنكون في انتظارك في ذلك اليوم .
Cairo	Egyptian	السيد أينيشتاين، ممكن أسأل عن سعر الصرف؟ أنا مش فاهم إزاي إنت قادر تتهم اليابان بممارسات تجارية غير عادلة بشكل قاطع.	السيد إينشتاين ، هل لي أن أطرح عليك سؤالاً عن سعر الصرف ؟ أنا لا أفهم كيف تستطيعون اتهام اليابان بممارسات تجارية جائرة على هذا النحو المطلق .
Aswan	Egyptian	إحنا مقررناش لسة.	هل ستدفع لي شركة الطيران لشراء بعض الاحتياجات الشخصية الأساسية ؟
Cairo	Egyptian	حطه عالميزان، إذا سمحت . ده حيكون بتلاته دولار و خمسه و تلاتين سنت .	ضعه على الميزان ، من فضلك . الحساب ثلاثة دولار خمسة وثلاثون سنت .
Doha	Emirati	عادي، وقعهم لو سمحت. شلون تبيه؟	هذا جيد , من فضلك وقع عليهم . كيف تريدها ؟
Jerusalem	Palestinian	هلأ شريتو.	هذا الخمر أراحني فعلاً .
Cairo	Egyptian	حجزت عربية ليومين في اليابان .	لقد حجزت سيارة لمدة يومين في اليابان .
Jerusalem	Palestinian	هاي البوابة للاس فيجاس؟	بالتأكيد سيدتي . هل تريدين استخدام لبيسة حذاء ؟ كيف حال المقاس ؟
Doha	Emirati	لازم احول؟	هل انا مضطر لتغير الطائرة في الطريق ؟
Doha	Emirati	جيكاتي السياحية بالدولار الأمريكي.	شيكاتي السياحية بالدولار الأمريكي .
Cairo	Egyptian	أوه، بعد تقاطعين، على ما أعتقد.	حسنا . بعد حوالي عمارتين أخريين ، فيما أظن .
Doha	Emirati	انا مسافر.	سأسافر .
Alexandria	Egyptian	مش حقيقى. حاجة مش غالية بس.	أي نوع من القصص هي ؟
Doha	Emirati	ابغي اعزمك على بيتي الأحد الجاي.	أود أن أدعوك إلى منزلي يوم الأحد القادم .
Aswan	Egyptian	ممكن تعلي صوتك، لو سمحت؟	أحب الجاكت الخاص بك .
Cairo	Egyptian	ممكن تقوللي أماكن حلوة اروح أشوفها في البلد دي؟	هل ستقول لي عن أماكن مشوقة لأذهب لرؤيتها في هذه المدينة ؟
Cairo	Egyptian	عندي أنيميا.	أعاني من فقر دم .
Jerusalem	Palestinian	كتير اتشرفت بزيارتي لمكاتبكم و مناقشتكم بمواضيع مهمة. شكراً كتير على تعاونكم.	ها هو شيء لك .
Doha	Emirati	في جولات لتيرول في الثلاث او الاربع ايام الجاية؟	"هل هناك أى رحلة لـ "" تيرول "" فى غضون ثلاثة أو أربعة أيام ؟"
Doha	Emirati	هذي قسم التجارة الخارجية، صح؟ معاك تارو تاناكا من اليابان. عندي موعد مع السيد كولمان الساعة ثنتين.	هذه هي وزارة التجارة الخارجية ، أليس كذلك ؟ أنا تارو تاناكا من اليابان . لدي موعد لمقابلة السيد كوليمان في الثانية .
Aswan	Egyptian	انا أنسة كاوازو اللي في اوضة الف ستماية وحيداشر.	أنا كن .
Cairo	Egyptian	إزاي أوصل لديزني لاند؟	كيف يمكنني الذهاب إلى ديزني لاند ؟
Doha	Emirati	وين رسومات مونيت؟	أين رسومات مونيت ؟
Alexandria	Egyptian	بناءا على التقرير الجوى، هتنزل تلج بكرة.	فكرت أنه مقدار ثابت بين المطار ووسط المدينة .
Alexandria	Egyptian	سياحة.	بنطلون أخر ؟
Cairo	Egyptian	ممكن آخد المفتاح، لو سمحت؟	هل يمكن أن أخذ المفتاح ، من فضلك ؟
Doha	Emirati	يصير اصور؟	هل يمكنني أن التقط بعض الصور ؟
Doha	Emirati	الساعة كم نبتدي؟	في أي وقت نبدأ ؟
Doha	Emirati	الحين، بفتح المسامات بالبخار.	الآن ، سأفتح مسامك بالمبخرة .
Cairo	Egyptian	ده شامل مصاريف الخدمة؟	هل تشمل ثمن الخدمة ؟
Salt	Jordanian	طيب، خلص وقتنا . بنقدر نكمل هاد النقاش يوم الخميس على الوحدة؟	ماذا عن حمل هذه الأحذية فيها لي ؟
Aswan	Egyptian	الأوضة دي صغيرة خالص.	حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .
Cairo	Egyptian	إزاي أقدر آخد الحوالة؟	كيف يمكنني الحصول إلى العائد ؟
Cairo	Egyptian	لو سمحت إصرفلي شيك شخصي.	من فضلك اصرف شيك شخصي .
Aswan	Egyptian	لو سمحت قولي ايه أرخص طريقة أروح بيها سان فرانسيسكو.	وجدتها .
Salt	Jordanian	اوه، لا . هاد ما رح يكون ضروري . انت اصلا عملت اللي بيكفي و زيادة .	أكياس بلاستيك من فضلك .
Jerusalem	Palestinian	شريت هدا قبل شوي، بس بتقدر تبدل هدا بهداك؟	لماذا تستيقظ مبكراًُ كل صباح ؟
Doha	Emirati	بغيت اتصل في طوكيو، لو سمحت.	أريد أن اتصل بطوكيو ، من فضلك .
Doha	Emirati	هي شنطة سامسونايت، كبيرة، برتقالية، وبلاستيكية.	إنها حقيبة سامسونايت ضخمة الحجم برتقالية اللون صنعت من البلاستيك .
Doha	Emirati	هالباص يروح وسط المدينة؟	هل تذهب هذه الحافلة إلى وسط المدينة ؟
Doha	Emirati	ممكن تضيق لي هالبنطلون؟	هلا أخذت هذه السراويل ؟
Doha	Emirati	هذي اوكي. لازم تحول في شارع اربعة واربعين.	هذا على ما يرام . عليك التغيير في الشارع أربعة وأربعون .
Doha	Emirati	يالله.	هيا أسرع .
Alexandria	Egyptian	معاك ورق الاستلام بتاعك؟	أريد إجازة لمدة أسبوع واحد من فضلك .
Doha	Emirati	ماقدر الف المفتاح في قفل بابي.	لا أستطيع إدارة المفتاح في قفل بابي .
Cairo	Egyptian	الطريق ده، لف شمال.	هذا الطريق ، استدر إلى اليسار .
Cairo	Egyptian	ممكن أدفع بالكارت ده؟	هل يمكنني الدفع بهذه البطاقة ؟
Cairo	Egyptian	أنا ماستخدمتهوش خالص.	لم استخدمها على الإطلاق .
Cairo	Egyptian	فين أقدرأعمل حجز للفنادق؟	أين يسعني أن أحجز في الفنادق ؟
Jerusalem	Palestinian	بدي سويت.	حسناً ، سأرسلها لك إلى لاس فيجاس .
Aswan	Egyptian	أنا طلبي مجاش.	أنا أسف جدا ، نحن نجهز لك الغرفة التي طلبتها .
Cairo	Egyptian	انا محتاج تذكرة اكسبريس؟	هل أنا بحاجة لتذكرة قطار سريع ؟
Doha	Emirati	الحين، انت توعدني انك بتشتري واحد، اوكي؟	الآن ، لقد وعدت بأنك ستشتري زوج واحد فقط ، موافق ؟
Alexandria	Egyptian	دة بتسميه إيه فى الإنجليزى؟	هل لديك ملصقات بالبريد الجوي ؟
Salt	Jordanian	بقدر اطلب؟	هل لديك أي أدوية ؟
Cairo	Egyptian	آه، الممثل الي بيلعب دور البطولة ممتاز.	نعم ، إن الممثل الذي يؤدي الدور الرئيس ممتاز .
Doha	Emirati	ولدي منتهي.	إن طفلي قد أصابه الإعياء الشديد .
Doha	Emirati	انا بتم في فندق إيه بي سي. لو سمحت اتصل فيني هناك.	أقيم في فندق إيه بي سي . من فضلك اتصل بي هناك .
